Row ID,Order ID,Order Date,Customer ID,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Region Manager
4243,CA-2018-159142,4/4/2018,ME-17320,Home Office,Springfield,Virginia,22153,South,TEC-PH-10001448,Technology,Phones,149.97,3,0,5.9988,Cassandra Brandow
4244,CA-2018-159142,4/4/2018,ME-17320,Home Office,Springfield,Virginia,22153,South,OFF-PA-10001776,Office Supplies,Paper,27.81,3,0,13.0707,Cassandra Brandow
4245,CA-2016-138436,3/26/2016,JD-15895,Corporate,Los Angeles,California,90036,West,TEC-AC-10002323,Technology,Accessories,66.3,3,0,8.619,Anna Andreadi
4246,CA-2019-117702,11/28/2019,LS-16975,Home Office,Baltimore,Maryland,21215,East,OFF-AR-10004582,Office Supplies,Art,1.64,1,0,0.738,Chuck Magee
4247,CA-2019-117702,11/28/2019,LS-16975,Home Office,Baltimore,Maryland,21215,East,FUR-FU-10000576,Furniture,Furnishings,1049.2,5,0,272.792,Chuck Magee
4248,CA-2019-117702,11/28/2019,LS-16975,Home Office,Baltimore,Maryland,21215,East,FUR-FU-10004270,Furniture,Furnishings,20.9,5,0,7.524,Chuck Magee
4249,CA-2018-157336,12/1/2018,SJ-20500,Consumer,Fairfield,Connecticut,6824,East,OFF-BI-10004236,Office Supplies,Binders,88.08,6,0,40.5168,Chuck Magee
4250,CA-2018-157336,12/1/2018,SJ-20500,Consumer,Fairfield,Connecticut,6824,East,FUR-CH-10004997,Furniture,Chairs,751.92,4,0,150.384,Chuck Magee
4251,CA-2016-168130,9/19/2016,BS-11365,Corporate,New York City,New York,10011,East,FUR-CH-10000988,Furniture,Chairs,887.103,7,0.1,177.4206,Chuck Magee
4252,CA-2017-155068,10/23/2017,RA-19285,Consumer,Lakeland,Florida,33801,South,TEC-PH-10004897,Technology,Phones,55.944,7,0.2,-13.2867,Cassandra Brandow
4253,CA-2017-155068,10/23/2017,RA-19285,Consumer,Lakeland,Florida,33801,South,OFF-AR-10002656,Office Supplies,Art,10.688,2,0.2,2.2712,Cassandra Brandow
4254,CA-2017-155068,10/23/2017,RA-19285,Consumer,Lakeland,Florida,33801,South,TEC-PH-10004924,Technology,Phones,11.824,2,0.2,1.0346,Cassandra Brandow
4255,CA-2019-163160,10/13/2019,TS-21610,Consumer,Freeport,Illinois,61032,Central,OFF-PA-10003127,Office Supplies,Paper,63.312,3,0.2,20.5764,Kelly Williams
4256,CA-2019-163160,10/13/2019,TS-21610,Consumer,Freeport,Illinois,61032,Central,OFF-BI-10000778,Office Supplies,Binders,96.784,4,0.8,-145.176,Kelly Williams
4257,CA-2019-163160,10/13/2019,TS-21610,Consumer,Freeport,Illinois,61032,Central,FUR-FU-10001424,Furniture,Furnishings,10.476,3,0.6,-6.8094,Kelly Williams
4258,CA-2017-101924,9/4/2017,KB-16585,Corporate,Medford,Oregon,97504,West,OFF-BI-10000962,Office Supplies,Binders,9.762,2,0.7,-6.8334,Anna Andreadi
4259,CA-2018-124793,3/14/2018,MM-18280,Corporate,Seattle,Washington,98103,West,FUR-CH-10002880,Furniture,Chairs,196.784,2,0.2,-22.1382,Anna Andreadi
4260,CA-2019-118367,10/28/2019,LO-17170,Corporate,New York City,New York,10035,East,OFF-EN-10004386,Office Supplies,Envelopes,47.98,2,0,23.99,Chuck Magee
4261,CA-2019-164819,10/15/2019,RS-19420,Corporate,Fairfield,Connecticut,6824,East,OFF-LA-10001045,Office Supplies,Labels,13.05,5,0,6.003,Chuck Magee
4262,CA-2019-158344,8/7/2019,CC-12475,Consumer,Moorhead,Minnesota,56560,Central,TEC-AC-10002006,Technology,Accessories,63.96,4,0,19.8276,Kelly Williams
4263,CA-2019-123351,9/21/2019,KT-16480,Consumer,Columbus,Georgia,31907,South,OFF-AP-10001242,Office Supplies,Appliances,80.48,1,0,24.144,Cassandra Brandow
4264,CA-2019-110429,11/3/2019,DM-13015,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000216,Office Supplies,Binders,11.673,3,0.7,-7.782,Chuck Magee
4265,US-2018-131611,11/5/2018,EP-13915,Consumer,Houston,Texas,77036,Central,FUR-TA-10002774,Furniture,Tables,863.128,8,0.3,-160.2952,Kelly Williams
4266,US-2018-131611,11/5/2018,EP-13915,Consumer,Houston,Texas,77036,Central,OFF-BI-10004364,Office Supplies,Binders,3.564,3,0.8,-6.237,Kelly Williams
4267,US-2018-131611,11/5/2018,EP-13915,Consumer,Houston,Texas,77036,Central,FUR-BO-10000780,Furniture,Bookcases,956.6648,7,0.32,-225.0976,Kelly Williams
4268,US-2018-131611,11/5/2018,EP-13915,Consumer,Houston,Texas,77036,Central,OFF-BI-10001989,Office Supplies,Binders,12.588,3,0.8,-20.1408,Kelly Williams
4269,US-2018-131611,11/5/2018,EP-13915,Consumer,Houston,Texas,77036,Central,TEC-AC-10004001,Technology,Accessories,171.96,5,0.2,45.1395,Kelly Williams
4270,US-2019-124821,6/25/2019,AM-10705,Consumer,Seattle,Washington,98115,West,FUR-TA-10000688,Furniture,Tables,871.4,4,0,148.138,Anna Andreadi
4271,CA-2017-166975,11/26/2017,SH-20635,Corporate,Jackson,Tennessee,38301,South,FUR-FU-10003930,Furniture,Furnishings,692.472,11,0.2,190.4298,Cassandra Brandow
4272,CA-2018-123806,11/24/2018,LA-16780,Corporate,Baltimore,Maryland,21215,East,FUR-FU-10000965,Furniture,Furnishings,207.76,4,0,85.1816,Chuck Magee
4273,US-2019-158505,7/21/2019,SF-20200,Consumer,Murray,Utah,84107,West,TEC-PH-10004071,Technology,Phones,71.928,9,0.2,6.2937,Anna Andreadi
4274,US-2019-158505,7/21/2019,SF-20200,Consumer,Murray,Utah,84107,West,OFF-AR-10001044,Office Supplies,Art,25.99,1,0,7.5371,Anna Andreadi
4275,CA-2017-142692,10/23/2017,AG-10495,Corporate,Seattle,Washington,98105,West,OFF-BI-10004140,Office Supplies,Binders,3.592,1,0.2,1.1225,Anna Andreadi
4276,CA-2017-123456,7/9/2017,KN-16450,Corporate,Dallas,Texas,75220,Central,OFF-AP-10002684,Office Supplies,Appliances,48.632,2,0.8,-121.58,Kelly Williams
4277,CA-2019-151358,8/18/2019,NF-18595,Home Office,Seattle,Washington,98105,West,OFF-ST-10000046,Office Supplies,Storage,323.1,2,0,61.389,Anna Andreadi
4278,US-2018-107440,4/16/2018,BS-11365,Corporate,Lakewood,New Jersey,8701,East,TEC-MA-10001047,Technology,Machines,9099.93,7,0,2365.9818,Chuck Magee
4279,US-2018-107440,4/16/2018,BS-11365,Corporate,Lakewood,New Jersey,8701,East,FUR-FU-10000550,Furniture,Furnishings,9.96,2,0,3.2868,Chuck Magee
4280,US-2018-107440,4/16/2018,BS-11365,Corporate,Lakewood,New Jersey,8701,East,OFF-BI-10002432,Office Supplies,Binders,25.3,5,0,11.891,Chuck Magee
4281,CA-2016-166989,11/14/2016,RM-19675,Home Office,New York City,New York,10011,East,OFF-PA-10004470,Office Supplies,Paper,11.36,2,0,5.2256,Chuck Magee
4282,CA-2016-166989,11/14/2016,RM-19675,Home Office,New York City,New York,10011,East,FUR-CH-10001797,Furniture,Chairs,69.264,2,0.1,14.6224,Chuck Magee
4283,CA-2016-103100,12/20/2016,AB-10105,Consumer,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,3.69,1,0,1.7343,Kelly Williams
4284,CA-2016-103100,12/20/2016,AB-10105,Consumer,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Office Supplies,Binders,1103.97,3,0,496.7865,Kelly Williams
4285,CA-2017-105690,11/21/2017,CA-11965,Corporate,Port Arthur,Texas,77642,Central,FUR-BO-10003965,Furniture,Bookcases,246.1328,2,0.32,-76.0116,Kelly Williams
4286,CA-2017-105690,11/21/2017,CA-11965,Corporate,Port Arthur,Texas,77642,Central,OFF-LA-10000240,Office Supplies,Labels,11.696,2,0.2,3.9474,Kelly Williams
4287,CA-2017-105690,11/21/2017,CA-11965,Corporate,Port Arthur,Texas,77642,Central,TEC-CO-10001571,Technology,Copiers,439.992,1,0.2,164.997,Kelly Williams
4288,CA-2019-127516,12/28/2019,EH-14005,Home Office,Nashville,Tennessee,37211,South,OFF-ST-10000736,Office Supplies,Storage,64.784,1,0.2,-12.9568,Cassandra Brandow
4289,US-2017-117184,5/17/2017,ON-18715,Corporate,Houston,Texas,77095,Central,OFF-BI-10002082,Office Supplies,Binders,33.28,5,0.8,-49.92,Kelly Williams
4290,US-2017-117184,5/17/2017,ON-18715,Corporate,Houston,Texas,77095,Central,OFF-PA-10002250,Office Supplies,Paper,14.088,3,0.2,4.9308,Kelly Williams
4291,CA-2019-102407,12/9/2019,AT-10435,Home Office,Los Angeles,California,90004,West,OFF-AR-10000122,Office Supplies,Art,11.16,2,0,2.79,Anna Andreadi
4292,CA-2019-102407,12/9/2019,AT-10435,Home Office,Los Angeles,California,90004,West,FUR-TA-10003748,Furniture,Tables,896.328,9,0.2,22.4082,Anna Andreadi
4293,CA-2019-102407,12/9/2019,AT-10435,Home Office,Los Angeles,California,90004,West,OFF-AP-10001394,Office Supplies,Appliances,189,1,0,68.04,Anna Andreadi
4294,CA-2019-130967,3/10/2019,EB-13870,Consumer,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004896,Technology,Phones,53.982,3,0.4,-10.7964,Chuck Magee
4295,CA-2019-101581,10/22/2019,DW-13195,Corporate,Redmond,Oregon,97756,West,FUR-TA-10002607,Furniture,Tables,177.225,5,0.5,-120.513,Anna Andreadi
4296,CA-2019-169124,7/3/2019,MB-17305,Consumer,Citrus Heights,California,95610,West,FUR-FU-10001215,Furniture,Furnishings,129.39,3,0,54.3438,Anna Andreadi
4297,CA-2019-117261,9/4/2019,TH-21235,Corporate,Los Angeles,California,90032,West,OFF-ST-10000419,Office Supplies,Storage,54.32,4,0,0.5432,Anna Andreadi
4298,CA-2019-129021,8/23/2019,PO-18850,Consumer,Tallahassee,Florida,32303,South,TEC-PH-10001459,Technology,Phones,4367.896,13,0.2,327.5922,Cassandra Brandow
4299,CA-2019-129021,8/23/2019,PO-18850,Consumer,Tallahassee,Florida,32303,South,OFF-PA-10000241,Office Supplies,Paper,49.568,2,0.2,15.49,Cassandra Brandow
4300,CA-2019-129021,8/23/2019,PO-18850,Consumer,Tallahassee,Florida,32303,South,OFF-AP-10003040,Office Supplies,Appliances,161.376,6,0.2,12.1032,Cassandra Brandow
4301,CA-2019-129021,8/23/2019,PO-18850,Consumer,Tallahassee,Florida,32303,South,FUR-FU-10001852,Furniture,Furnishings,2.784,2,0.2,0.4176,Cassandra Brandow
4302,CA-2019-129021,8/23/2019,PO-18850,Consumer,Tallahassee,Florida,32303,South,OFF-PA-10000141,Office Supplies,Paper,8.72,5,0.2,2.943,Cassandra Brandow
4303,CA-2016-123253,8/22/2016,DE-13255,Home Office,Lakewood,Ohio,44107,East,OFF-AR-10002804,Office Supplies,Art,3.912,1,0.2,1.0269,Chuck Magee
4304,CA-2018-121601,10/4/2018,MO-17500,Consumer,The Colony,Texas,75056,Central,OFF-EN-10003862,Office Supplies,Envelopes,59.752,7,0.2,19.4194,Kelly Williams
4305,CA-2016-162278,10/26/2016,AH-10585,Consumer,Seattle,Washington,98105,West,FUR-FU-10000448,Furniture,Furnishings,63.92,4,0,3.196,Anna Andreadi
4306,CA-2016-162278,10/26/2016,AH-10585,Consumer,Seattle,Washington,98105,West,TEC-PH-10000526,Technology,Phones,383.96,5,0.2,38.396,Anna Andreadi
4307,CA-2018-161095,6/28/2018,CS-12250,Corporate,Los Angeles,California,90032,West,OFF-BI-10002764,Office Supplies,Binders,7.752,3,0.2,2.8101,Anna Andreadi
4308,CA-2018-161095,6/28/2018,CS-12250,Corporate,Los Angeles,California,90032,West,OFF-BI-10001524,Office Supplies,Binders,33.568,2,0.2,11.7488,Anna Andreadi
4309,CA-2016-125829,11/4/2016,WB-21850,Consumer,Los Angeles,California,90045,West,TEC-PH-10001079,Technology,Phones,666.344,7,0.2,66.6344,Anna Andreadi
4310,CA-2016-125829,11/4/2016,WB-21850,Consumer,Los Angeles,California,90045,West,FUR-TA-10002041,Furniture,Tables,573.728,4,0.2,-64.5444,Anna Andreadi
4311,CA-2016-125829,11/4/2016,WB-21850,Consumer,Los Angeles,California,90045,West,OFF-BI-10001036,Office Supplies,Binders,21.936,3,0.2,8.226,Anna Andreadi
4312,CA-2016-125829,11/4/2016,WB-21850,Consumer,Los Angeles,California,90045,West,OFF-PA-10000223,Office Supplies,Paper,19.44,3,0,9.3312,Anna Andreadi
4313,CA-2016-125829,11/4/2016,WB-21850,Consumer,Los Angeles,California,90045,West,TEC-MA-10003246,Technology,Machines,447.968,4,0.2,139.99,Anna Andreadi
4314,CA-2016-123127,9/8/2016,SP-20620,Corporate,Long Beach,New York,11561,East,OFF-AP-10001962,Office Supplies,Appliances,16.78,2,0,4.195,Chuck Magee
4315,CA-2017-115945,6/25/2017,AB-10165,Consumer,Los Angeles,California,90045,West,OFF-AR-10004062,Office Supplies,Art,20.96,2,0,5.24,Anna Andreadi
4316,CA-2017-115945,6/25/2017,AB-10165,Consumer,Los Angeles,California,90045,West,OFF-BI-10004330,Office Supplies,Binders,88.752,3,0.2,27.735,Anna Andreadi
4317,CA-2017-115945,6/25/2017,AB-10165,Consumer,Los Angeles,California,90045,West,OFF-ST-10001963,Office Supplies,Storage,304.23,3,0,9.1269,Anna Andreadi
4318,CA-2017-136735,7/26/2017,HA-14920,Consumer,San Francisco,California,94110,West,OFF-EN-10002230,Office Supplies,Envelopes,167.86,2,0,78.8942,Anna Andreadi
4319,US-2019-136189,12/7/2019,DC-13285,Consumer,Richmond,Virginia,23223,South,FUR-FU-10000175,Furniture,Furnishings,82.38,6,0,25.5378,Cassandra Brandow
4320,CA-2016-152345,12/29/2016,ST-20530,Consumer,Albuquerque,New Mexico,87105,West,TEC-PH-10004897,Technology,Phones,23.976,3,0.2,-5.6943,Anna Andreadi
4321,CA-2016-152345,12/29/2016,ST-20530,Consumer,Albuquerque,New Mexico,87105,West,OFF-ST-10003123,Office Supplies,Storage,33.29,1,0,7.9896,Anna Andreadi
4322,US-2017-147662,2/14/2017,KB-16315,Consumer,Akron,Ohio,44312,East,OFF-BI-10001658,Office Supplies,Binders,14.952,2,0.7,-11.9616,Chuck Magee
4323,US-2017-147662,2/14/2017,KB-16315,Consumer,Akron,Ohio,44312,East,TEC-PH-10002834,Technology,Phones,323.982,3,0.4,-80.9955,Chuck Magee
4324,US-2017-147662,2/14/2017,KB-16315,Consumer,Akron,Ohio,44312,East,OFF-BI-10002160,Office Supplies,Binders,2.286,2,0.7,-1.6764,Chuck Magee
4325,US-2017-147662,2/14/2017,KB-16315,Consumer,Akron,Ohio,44312,East,OFF-AR-10004999,Office Supplies,Art,14.352,3,0.2,0.897,Chuck Magee
4326,US-2017-147662,2/14/2017,KB-16315,Consumer,Akron,Ohio,44312,East,TEC-AC-10003280,Technology,Accessories,71.976,3,0.2,0.8997,Chuck Magee
4327,CA-2018-153346,1/25/2018,TB-21355,Corporate,Plainfield,New Jersey,7060,East,OFF-AR-10000315,Office Supplies,Art,9.21,3,0,2.3025,Chuck Magee
4328,CA-2018-153346,1/25/2018,TB-21355,Corporate,Plainfield,New Jersey,7060,East,OFF-PA-10000007,Office Supplies,Paper,18,5,0,8.28,Chuck Magee
4329,CA-2019-118360,4/1/2019,JC-15775,Consumer,New York City,New York,10011,East,OFF-PA-10000791,Office Supplies,Paper,42.93,9,0,19.3185,Chuck Magee
4330,CA-2019-149853,10/3/2019,PO-18850,Consumer,Hialeah,Florida,33012,South,OFF-PA-10000556,Office Supplies,Paper,15.552,3,0.2,5.4432,Cassandra Brandow
4331,CA-2019-149853,10/3/2019,PO-18850,Consumer,Hialeah,Florida,33012,South,OFF-AP-10000804,Office Supplies,Appliances,17.92,5,0.2,1.12,Cassandra Brandow
4332,CA-2019-107909,9/1/2019,SS-20875,Consumer,Redmond,Washington,98052,West,TEC-AC-10001998,Technology,Accessories,19.99,1,0,6.7966,Anna Andreadi
4333,CA-2019-107909,9/1/2019,SS-20875,Consumer,Redmond,Washington,98052,West,OFF-BI-10003476,Office Supplies,Binders,22.92,5,0.2,8.022,Anna Andreadi
4334,CA-2017-112375,12/21/2017,RD-19720,Consumer,Daytona Beach,Florida,32114,South,TEC-AC-10003237,Technology,Accessories,50.88,6,0.2,14.628,Cassandra Brandow
4335,CA-2017-112375,12/21/2017,RD-19720,Consumer,Daytona Beach,Florida,32114,South,OFF-EN-10003798,Office Supplies,Envelopes,27.312,2,0.2,9.2178,Cassandra Brandow
4336,CA-2017-154795,12/20/2017,GZ-14470,Consumer,Bullhead City,Arizona,86442,West,OFF-EN-10003068,Office Supplies,Envelopes,7.92,1,0.2,2.772,Anna Andreadi
4337,CA-2017-154795,12/20/2017,GZ-14470,Consumer,Bullhead City,Arizona,86442,West,FUR-FU-10002088,Furniture,Furnishings,14.368,2,0.2,3.9512,Anna Andreadi
4338,CA-2017-125234,11/27/2017,SN-20710,Home Office,Los Angeles,California,90049,West,TEC-AC-10000158,Technology,Accessories,107.97,3,0,22.6737,Anna Andreadi
4339,CA-2017-125234,11/27/2017,SN-20710,Home Office,Los Angeles,California,90049,West,OFF-PA-10000482,Office Supplies,Paper,113.82,3,0,53.4954,Anna Andreadi
4340,CA-2019-133501,8/27/2019,DK-12895,Consumer,Franklin,Tennessee,37064,South,OFF-PA-10004888,Office Supplies,Paper,5.184,1,0.2,1.8144,Cassandra Brandow
4341,US-2016-129609,3/22/2016,VM-21835,Consumer,Portage,Indiana,46368,Central,OFF-AR-10003478,Office Supplies,Art,16.28,2,0,6.512,Kelly Williams
4342,CA-2019-130309,12/17/2019,GB-14575,Consumer,Arlington,Virginia,22204,South,OFF-ST-10003208,Office Supplies,Storage,544.38,3,0,157.8702,Cassandra Brandow
4343,CA-2019-105410,3/19/2019,ND-18370,Consumer,San Francisco,California,94110,West,OFF-BI-10004970,Office Supplies,Binders,19.824,6,0.2,6.6906,Anna Andreadi
4344,CA-2019-105410,3/19/2019,ND-18370,Consumer,San Francisco,California,94110,West,TEC-PH-10000038,Technology,Phones,657.504,6,0.2,-131.5008,Anna Andreadi
4345,CA-2019-105410,3/19/2019,ND-18370,Consumer,San Francisco,California,94110,West,TEC-AC-10001552,Technology,Accessories,99.54,2,0,10.9494,Anna Andreadi
4346,CA-2019-105410,3/19/2019,ND-18370,Consumer,San Francisco,California,94110,West,TEC-AC-10002926,Technology,Accessories,199.96,4,0,85.9828,Anna Andreadi
4347,CA-2018-120355,9/18/2018,MM-17260,Consumer,New Rochelle,New York,10801,East,FUR-CH-10001394,Furniture,Chairs,631.782,2,0.1,140.396,Chuck Magee
4348,CA-2018-120355,9/18/2018,MM-17260,Consumer,New Rochelle,New York,10801,East,FUR-FU-10004053,Furniture,Furnishings,60.72,3,0,26.1096,Chuck Magee
4349,CA-2019-169894,11/24/2019,MV-17485,Consumer,Mesa,Arizona,85204,West,OFF-BI-10004230,Office Supplies,Binders,20.724,2,0.7,-15.1976,Anna Andreadi
4350,CA-2019-169894,11/24/2019,MV-17485,Consumer,Mesa,Arizona,85204,West,OFF-ST-10000060,Office Supplies,Storage,415.872,8,0.2,-41.5872,Anna Andreadi
4351,US-2019-100482,4/11/2019,JL-15130,Consumer,Lancaster,Ohio,43130,East,OFF-ST-10001325,Office Supplies,Storage,16.768,2,0.2,1.4672,Chuck Magee
4352,US-2019-100482,4/11/2019,JL-15130,Consumer,Lancaster,Ohio,43130,East,TEC-AC-10003441,Technology,Accessories,27.12,2,0.2,-4.746,Chuck Magee
4353,CA-2019-107748,12/10/2019,AG-10330,Consumer,Stockton,California,95207,West,TEC-PH-10003215,Technology,Phones,95.84,4,0.2,34.742,Anna Andreadi
4354,CA-2019-107748,12/10/2019,AG-10330,Consumer,Stockton,California,95207,West,OFF-PA-10002005,Office Supplies,Paper,12.96,2,0,6.2208,Anna Andreadi
4355,CA-2019-153654,11/24/2019,MD-17860,Corporate,Asheville,North Carolina,28806,South,OFF-BI-10004465,Office Supplies,Binders,19.008,8,0.7,-12.672,Cassandra Brandow
4356,CA-2017-155600,12/4/2017,RO-19780,Consumer,Clarksville,Tennessee,37042,South,OFF-BI-10000545,Office Supplies,Binders,1598.058,7,0.7,-1065.372,Cassandra Brandow
4357,CA-2017-155600,12/4/2017,RO-19780,Consumer,Clarksville,Tennessee,37042,South,OFF-AR-10003752,Office Supplies,Art,36.96,4,0.2,12.012,Cassandra Brandow
4358,CA-2019-162565,12/11/2019,RR-19315,Consumer,Aurora,Illinois,60505,Central,OFF-PA-10001937,Office Supplies,Paper,10.368,2,0.2,3.6288,Kelly Williams
4359,CA-2019-162565,12/11/2019,RR-19315,Consumer,Aurora,Illinois,60505,Central,FUR-FU-10004306,Furniture,Furnishings,77.72,1,0.6,-66.062,Kelly Williams
4360,CA-2019-162565,12/11/2019,RR-19315,Consumer,Aurora,Illinois,60505,Central,FUR-CH-10003973,Furniture,Chairs,520.464,2,0.3,-14.8704,Kelly Williams
4361,CA-2018-127642,5/21/2018,CP-12340,Corporate,Warwick,Rhode Island,2886,East,OFF-PA-10000565,Office Supplies,Paper,111.96,2,0,54.8604,Chuck Magee
4362,US-2019-163195,2/17/2019,LL-16840,Consumer,Lafayette,Louisiana,70506,South,TEC-PH-10003875,Technology,Phones,29.16,3,0,8.4564,Cassandra Brandow
4363,CA-2019-111332,5/20/2019,NC-18340,Consumer,Fargo,North Dakota,58103,Central,OFF-AR-10001953,Office Supplies,Art,131.94,3,0,35.6238,Kelly Williams
4364,CA-2019-111332,5/20/2019,NC-18340,Consumer,Fargo,North Dakota,58103,Central,OFF-AR-10001374,Office Supplies,Art,25.92,4,0,8.2944,Kelly Williams
4365,CA-2019-111332,5/20/2019,NC-18340,Consumer,Fargo,North Dakota,58103,Central,OFF-ST-10003816,Office Supplies,Storage,704.76,4,0,162.0948,Kelly Williams
4366,CA-2019-111332,5/20/2019,NC-18340,Consumer,Fargo,North Dakota,58103,Central,OFF-FA-10001843,Office Supplies,Fasteners,7.41,3,0,3.4827,Kelly Williams
4367,CA-2019-111332,5/20/2019,NC-18340,Consumer,Fargo,North Dakota,58103,Central,OFF-AR-10000657,Office Supplies,Art,21.5,10,0,7.095,Kelly Williams
4368,CA-2019-117044,9/11/2019,HA-14920,Consumer,Chicago,Illinois,60623,Central,OFF-FA-10000936,Office Supplies,Fasteners,10.528,4,0.2,3.29,Kelly Williams
4369,CA-2019-117044,9/11/2019,HA-14920,Consumer,Chicago,Illinois,60623,Central,OFF-PA-10003657,Office Supplies,Paper,20.544,6,0.2,6.42,Kelly Williams
4370,US-2018-165078,11/5/2018,MA-17995,Home Office,Lawrence,Indiana,46226,Central,OFF-BI-10001989,Office Supplies,Binders,104.9,5,0,50.352,Kelly Williams
4371,US-2018-165078,11/5/2018,MA-17995,Home Office,Lawrence,Indiana,46226,Central,OFF-AR-10002987,Office Supplies,Art,39.68,2,0,16.2688,Kelly Williams
4372,US-2018-165078,11/5/2018,MA-17995,Home Office,Lawrence,Indiana,46226,Central,OFF-LA-10000414,Office Supplies,Labels,51.75,5,0,24.84,Kelly Williams
4373,US-2019-169320,7/23/2019,LH-16900,Consumer,Elkhart,Indiana,46514,Central,OFF-AR-10003602,Office Supplies,Art,11.68,2,0,5.4896,Kelly Williams
4374,US-2019-169320,7/23/2019,LH-16900,Consumer,Elkhart,Indiana,46514,Central,TEC-AC-10002550,Technology,Accessories,159.75,5,0,11.1825,Kelly Williams
4375,CA-2018-158575,11/18/2018,SB-20290,Corporate,Kent,Ohio,44240,East,OFF-AP-10002998,Office Supplies,Appliances,103.968,6,0.2,16.8948,Chuck Magee
4376,CA-2016-166954,4/25/2016,BT-11305,Home Office,San Gabriel,California,91776,West,FUR-FU-10003708,Furniture,Furnishings,303.25,5,0,63.6825,Anna Andreadi
4377,CA-2016-166954,4/25/2016,BT-11305,Home Office,San Gabriel,California,91776,West,OFF-AP-10001391,Office Supplies,Appliances,270.72,3,0,78.5088,Anna Andreadi
4378,CA-2016-166954,4/25/2016,BT-11305,Home Office,San Gabriel,California,91776,West,FUR-CH-10003973,Furniture,Chairs,1487.04,5,0.2,148.704,Anna Andreadi
4379,CA-2017-140830,11/30/2017,PS-18970,Home Office,Henderson,Kentucky,42420,South,OFF-EN-10000461,Office Supplies,Envelopes,17.48,2,0,8.2156,Cassandra Brandow
4380,CA-2017-140830,11/30/2017,PS-18970,Home Office,Henderson,Kentucky,42420,South,OFF-EN-10002831,Office Supplies,Envelopes,71.88,2,0,32.346,Cassandra Brandow
4381,CA-2017-152891,10/25/2017,TB-21625,Consumer,San Francisco,California,94110,West,OFF-AR-10004648,Office Supplies,Art,60.45,3,0,16.3215,Anna Andreadi
4382,CA-2017-152891,10/25/2017,TB-21625,Consumer,San Francisco,California,94110,West,FUR-TA-10001857,Furniture,Tables,253.176,3,0.2,-31.647,Anna Andreadi
4383,US-2017-122784,7/20/2017,RA-19915,Consumer,Highland Park,Illinois,60035,Central,OFF-BI-10000546,Office Supplies,Binders,2.88,5,0.8,-4.464,Kelly Williams
4384,US-2017-122784,7/20/2017,RA-19915,Consumer,Highland Park,Illinois,60035,Central,FUR-BO-10004690,Furniture,Bookcases,384.944,4,0.3,-126.4816,Kelly Williams
4385,US-2017-122784,7/20/2017,RA-19915,Consumer,Highland Park,Illinois,60035,Central,TEC-PH-10001557,Technology,Phones,153.584,2,0.2,13.4386,Kelly Williams
4386,US-2017-122784,7/20/2017,RA-19915,Consumer,Highland Park,Illinois,60035,Central,FUR-BO-10002545,Furniture,Bookcases,913.43,5,0.3,-52.196,Kelly Williams
4387,CA-2018-156811,10/27/2018,BP-11095,Corporate,San Francisco,California,94122,West,OFF-AP-10001366,Office Supplies,Appliances,43.92,4,0,11.8584,Anna Andreadi
4388,CA-2018-156811,10/27/2018,BP-11095,Corporate,San Francisco,California,94122,West,OFF-BI-10001628,Office Supplies,Binders,25.032,3,0.2,7.8225,Anna Andreadi
4389,CA-2019-111556,11/20/2019,CD-11920,Consumer,New York City,New York,10035,East,OFF-PA-10003651,Office Supplies,Paper,46.76,7,0,22.4448,Chuck Magee
4390,CA-2019-111556,11/20/2019,CD-11920,Consumer,New York City,New York,10035,East,FUR-BO-10003159,Furniture,Bookcases,183.968,2,0.2,-25.2956,Chuck Magee
4391,CA-2019-111556,11/20/2019,CD-11920,Consumer,New York City,New York,10035,East,TEC-PH-10001459,Technology,Phones,1259.97,3,0,327.5922,Chuck Magee
4392,CA-2019-111556,11/20/2019,CD-11920,Consumer,New York City,New York,10035,East,OFF-AR-10004602,Office Supplies,Art,68.97,3,0,19.3116,Chuck Magee
4393,CA-2018-108868,9/8/2018,KB-16585,Corporate,Dallas,Texas,75081,Central,OFF-AR-10001953,Office Supplies,Art,70.368,2,0.2,6.1572,Kelly Williams
4394,CA-2018-108868,9/8/2018,KB-16585,Corporate,Dallas,Texas,75081,Central,TEC-PH-10000923,Technology,Phones,59.96,5,0.2,21.7355,Kelly Williams
4395,CA-2016-142965,7/20/2016,SW-20245,Consumer,Springfield,Ohio,45503,East,OFF-ST-10002583,Office Supplies,Storage,25.984,1,0.2,-5.1968,Chuck Magee
4396,CA-2016-142965,7/20/2016,SW-20245,Consumer,Springfield,Ohio,45503,East,OFF-BI-10000977,Office Supplies,Binders,27.36,3,0.7,-21.888,Chuck Magee
4397,CA-2018-148740,11/15/2018,AH-10690,Corporate,San Diego,California,92024,West,TEC-PH-10002549,Technology,Phones,361.376,2,0.2,27.1032,Anna Andreadi
4398,US-2016-138758,7/7/2016,JL-15835,Consumer,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002880,Furniture,Chairs,172.186,2,0.3,-46.7362,Chuck Magee
